ID,CUSTOMER_OFFER_ID,VERIFIED_REDEMPTION_COUNT,SUBMITTED_REDEMPTION_COUNT,OFFER_AMOUNT,CREATED_AT
693381999,19963118600,2,2,,2021-03-24 08:07:32.000
693382358,19963143495,1,1,0.5,2021-03-24 08:13:03.000
693382391,19958726403,3,,2,2021-03-24 08:13:38.000
693382855,19963150701,1,1,0.5,2021-03-24 08:21:07.000
693382988,19956649489,1,,0.5,2021-03-24 08:23:56.000
693382994,19963144393,1,1,3,2021-03-24 08:24:03.000
693383337,19963150619,1,,0.5,2021-03-24 08:30:40.000
693383926,19963136125,3,3,0.75,2021-03-24 08:39:54.000
693384740,19963162084,1,1,0.5,2021-03-24 08:53:16.000
693385217,19961185273,1,,1.25,2021-03-24 09:02:48.000
693386627,19963164454,1,1,0.5,2021-03-24 09:28:07.000
693387075,19963177239,1,1,1,2021-03-24 09:36:08.000
693387328,19963184492,1,1,0.25,2021-03-24 09:40:47.000
693387962,19960380141,1,,0.25,2021-03-24 09:52:39.000
693389005,19963196364,1,,0.5,2021-03-24 10:08:59.000
693389014,19963195132,1,1,0.5,2021-03-24 10:09:04.000
693389200,19961186503,1,,0.75,2021-03-24 10:12:26.000
693389228,19956566877,1,,0.5,2021-03-24 10:13:01.000
693389569,19963207213,1,1,0.5,2021-03-24 10:19:29.000
693389844,19953557418,1,,0.25,2021-03-24 10:25:56.000
693389867,19959596093,1,1,1.99,2021-03-24 10:26:29.000
693390262,19963150013,1,1,0.25,2021-03-24 10:32:55.000
693393865,19963267355,1,1,0.5,2021-03-24 11:26:49.000
693393877,19963269128,1,1,0.25,2021-03-24 11:27:09.000
693394618,19953072054,1,,0.5,2021-03-24 11:35:56.000
693394624,19962888342,1,,0.5,2021-03-24 11:36:05.000
693394991,19963285649,1,1,,2021-03-24 11:40:55.000
693395199,19963281969,1,1,0.5,2021-03-24 11:43:51.000
693396455,19958936694,1,1,0.5,2021-03-24 11:57:00.000
693396968,19963301894,1,1,0.25,2021-03-24 12:02:13.000
693399752,19961743787,1,,0.25,2021-03-24 12:28:28.000
693400332,19963358418,1,1,0.5,2021-03-24 12:33:16.000
693400620,19963367334,1,1,0.5,2021-03-24 12:35:19.000
693403970,19955725236,1,,0.25,2021-03-24 12:57:36.000
693404573,19955507276,1,,0.25,2021-03-24 13:00:47.000
693404841,19963415054,1,,0.4,2021-03-24 13:02:16.000
693405145,19962810815,1,1,0.5,2021-03-24 13:04:08.000
693406254,19963420080,1,1,0.25,2021-03-24 13:08:43.000
693406647,19962271038,1,,0.25,2021-03-24 13:10:28.000
693406738,19962862192,1,1,1,2021-03-24 13:10:49.000
693407614,19963424469,1,1,0.75,2021-03-24 13:15:08.000
693408223,19959210334,1,,0.25,2021-03-24 13:18:41.000
693408596,19960661831,1,,3,2021-03-24 13:20:53.000
693408955,19962237440,1,1,0.25,2021-03-24 13:22:49.000
693409169,19958871016,1,,0.5,2021-03-24 13:23:59.000
693409171,19958991878,1,,0.25,2021-03-24 13:24:00.000
693409466,19962082930,5,3,1,2021-03-24 13:25:36.000
693409467,19963443760,1,1,0.75,2021-03-24 13:25:36.000
693410568,19963467759,1,1,0.5,2021-03-24 13:31:12.000
693411387,19963474293,1,1,0.25,2021-03-24 13:35:44.000
693412519,19963484276,1,1,0.25,2021-03-24 13:41:15.000
693413532,19956948449,1,,0.25,2021-03-24 13:46:15.000
693414424,19958932620,2,,0.25,2021-03-24 13:50:16.000
693415475,19963502827,1,1,0.25,2021-03-24 13:55:28.000
693415732,19957287170,1,1,0.5,2021-03-24 13:56:43.000
693415933,19963520444,1,1,0.5,2021-03-24 13:57:39.000
693416057,19957297359,1,1,1.22,2021-03-24 13:58:08.000
693416062,19957296125,1,1,2.68,2021-03-24 13:58:08.000
693416450,19963523977,1,1,0.5,2021-03-24 13:59:51.000
693416824,19963526102,1,1,0.5,2021-03-24 14:01:24.000
693417108,19960682293,1,,2.25,2021-03-24 14:02:19.000
693417116,19963524711,1,1,0.25,2021-03-24 14:02:24.000
693417152,19963310043,1,,0.5,2021-03-24 14:02:34.000
693417156,19963310315,1,,0.25,2021-03-24 14:02:34.000
693417277,19963522806,1,1,0.5,2021-03-24 14:03:04.000
693418602,19963485976,1,1,0.25,2021-03-24 14:08:58.000
693419057,19963541210,2,2,2.5,2021-03-24 14:10:47.000
693419339,19962747550,1,1,0.25,2021-03-24 14:11:43.000
693420653,19963557623,1,1,1.99,2021-03-24 14:17:41.000
693421297,19963562715,1,1,0.25,2021-03-24 14:20:24.000
693422179,19962493811,1,,0.25,2021-03-24 14:23:55.000
693422185,19960795841,1,,2,2021-03-24 14:23:56.000
693423811,19960591678,1,,0.75,2021-03-24 14:29:56.000
693423829,19961629911,1,1,0.25,2021-03-24 14:30:03.000
693424446,19963584533,1,1,0.5,2021-03-24 14:32:35.000
693424496,19963590441,1,1,0.25,2021-03-24 14:32:48.000
693426145,19959021933,1,,0.25,2021-03-24 14:39:34.000
693426232,19963600797,1,1,0.25,2021-03-24 14:39:59.000
693426575,19962233451,2,2,0.25,2021-03-24 14:41:04.000
693426580,19962229534,1,1,0.5,2021-03-24 14:41:04.000
693427222,19963521919,1,1,1.99,2021-03-24 14:43:18.000
693427223,19959266244,1,1,0.25,2021-03-24 14:43:18.000
693428560,19962801496,1,1,2.68,2021-03-24 14:47:53.000
693429101,19963425767,1,,0.25,2021-03-24 14:49:49.000
693429491,19951253910,1,1,3,2021-03-24 14:51:13.000
693429939,19961761913,1,1,0.5,2021-03-24 14:52:45.000
693430311,19953606594,1,1,2,2021-03-24 14:53:49.000
693431025,19963637810,1,1,0.75,2021-03-24 14:56:03.000
693431528,19963634692,5,5,2.25,2021-03-24 14:58:00.000
693431982,19963650084,1,1,0.5,2021-03-24 14:59:22.000
693432111,19963584818,1,1,0.25,2021-03-24 14:59:45.000
693432126,19963652193,1,1,0.25,2021-03-24 14:59:50.000
693432767,19963650322,1,1,0.25,2021-03-24 15:01:45.000
693433878,19962220628,1,1,0.25,2021-03-24 15:05:53.000
693433904,19962524144,1,1,1,2021-03-24 15:06:00.000
693434472,19962980484,1,1,0.5,2021-03-24 15:08:02.000
693436512,19963689310,1,,5.32,2021-03-24 15:15:24.000
693439283,19959098946,1,1,0.5,2021-03-24 15:24:05.000
693440259,19959207792,1,1,0.5,2021-03-24 15:27:31.000
693440906,19963706866,,1,,2021-03-24 15:29:14.000
693440907,19963707046,,1,,2021-03-24 15:29:14.000
693441388,19963706686,1,1,2,2021-03-24 15:30:42.000
693441402,19963636495,1,1,0.5,2021-03-24 15:30:44.000
693441404,19963635789,1,1,0.5,2021-03-24 15:30:44.000
693442366,19962353451,1,1,3,2021-03-24 15:33:39.000
693442762,19959342327,1,1,1.22,2021-03-24 15:34:42.000
693443364,19961849920,1,1,0.75,2021-03-24 15:36:23.000
693444060,19962231915,1,1,0.25,2021-03-24 15:37:46.000
693444066,19961353858,1,1,3,2021-03-24 15:37:47.000
693444070,19961349659,,2,,2021-03-24 15:37:47.000
693444126,19963741281,1,,1,2021-03-24 15:37:56.000
693444403,19960739628,1,,0.25,2021-03-24 15:38:37.000
693445120,19962667656,1,1,1.22,2021-03-24 15:40:00.000
693445137,19962648291,1,1,0.75,2021-03-24 15:40:01.000
693446324,19956004851,1,,0.25,2021-03-24 15:42:10.000
693446686,19952560895,2,,0.25,2021-03-24 15:42:57.000
693447201,19963304598,1,1,8,2021-03-24 15:43:54.000
693447764,19963662605,1,1,0.5,2021-03-24 15:45:05.000
693448852,19963473214,1,1,1,2021-03-24 15:47:04.000
693449812,19960298758,1,,0.5,2021-03-24 15:48:30.000
693449834,19962061463,4,,0.25,2021-03-24 15:48:33.000
693450306,19961461189,1,,0.35,2021-03-24 15:49:14.000
693452618,19963581359,1,,0.25,2021-03-24 15:53:10.000
693452621,19963766831,3,3,3,2021-03-24 15:53:10.000
693452626,19963765797,1,1,0.25,2021-03-24 15:53:10.000
693452629,19963766181,1,1,0.25,2021-03-24 15:53:10.000
693453797,19960230902,1,,1.25,2021-03-24 15:54:45.000
693455520,19958929912,1,1,0.25,2021-03-24 15:59:53.000
693455639,19963785051,1,,0.5,2021-03-24 16:00:17.000
693456243,19961938624,,3,,2021-03-24 16:01:48.000
693456419,19949042605,,1,,2021-03-24 16:02:19.000
693456860,19963793945,1,1,0.25,2021-03-24 16:03:41.000
693456863,19963698087,1,1,2.56,2021-03-24 16:03:41.000
693456866,19963739780,1,1,0.75,2021-03-24 16:03:41.000
693459383,19963809674,1,1,0.5,2021-03-24 16:11:31.000
693460458,19963801101,1,1,0.5,2021-03-24 16:14:28.000
693461907,19963824088,1,1,0.5,2021-03-24 16:18:37.000
693463427,19963838001,1,1,0.25,2021-03-24 16:23:04.000
693464111,19963100390,1,1,0.5,2021-03-24 16:25:03.000
693465115,19962275329,1,,0.25,2021-03-24 16:28:25.000
693465365,19962235271,1,1,0.5,2021-03-24 16:29:14.000
693465542,19953269460,1,,0.5,2021-03-24 16:29:51.000
693466484,19963613988,0,1,0.25,2021-03-24 16:32:49.000
693467243,19963824064,1,1,4,2021-03-24 16:35:05.000
693467244,19963823463,1,1,4,2021-03-24 16:35:05.000
693467245,19963813731,0,1,1.25,2021-03-24 16:35:05.000
693467720,19963866479,1,,0.1889,2021-03-24 16:36:37.000
693468263,19962193974,1,1,0.25,2021-03-24 16:38:07.000
693469353,19963869192,1,1,2,2021-03-24 16:40:57.000
693469645,19959691580,2,2,3,2021-03-24 16:41:36.000
693469863,19960886951,1,,0.5,2021-03-24 16:42:09.000
693472064,19963886585,3,3,,2021-03-24 16:47:33.000
693473245,19962584384,1,1,0.25,2021-03-24 16:50:43.000
693473489,19963681903,1,1,0.25,2021-03-24 16:51:32.000
693475136,19963892080,1,1,0.5,2021-03-24 16:56:06.000
693475206,19963829406,1,1,2,2021-03-24 16:56:14.000
693476359,19963901521,1,1,0.5,2021-03-24 16:59:21.000
693476662,19963902709,1,1,4,2021-03-24 17:00:19.000
693476676,19963914004,1,1,0.5,2021-03-24 17:00:21.000
693476990,19963584284,2,2,0.5,2021-03-24 17:01:14.000
693477544,19963915742,1,1,,2021-03-24 17:02:45.000
693477562,19963807314,1,1,0.5,2021-03-24 17:02:47.000
693477805,19963919935,1,1,0.5,2021-03-24 17:03:32.000
693478011,19963921631,1,1,0.5,2021-03-24 17:04:07.000
693479257,19963869003,5,5,0.5,2021-03-24 17:07:27.000
693480883,19963936467,1,1,0.5,2021-03-24 17:12:02.000
693481575,19963665394,1,1,0.25,2021-03-24 17:14:01.000
693481636,19963908329,1,1,0.75,2021-03-24 17:14:10.000
693482020,19960647131,1,1,0.25,2021-03-24 17:15:13.000
693482409,19963939706,1,1,,2021-03-24 17:16:03.000
693482776,19963665942,1,1,0.25,2021-03-24 17:17:09.000
693483475,19962263471,1,1,0.25,2021-03-24 17:18:54.000
693485481,19963681715,2,1,1,2021-03-24 17:24:00.000
693486465,19963289046,1,1,0.25,2021-03-24 17:26:43.000
693486900,19953032731,1,1,0.5,2021-03-24 17:28:04.000
693487180,19963971000,1,1,0.5,2021-03-24 17:28:42.000
693488272,19963251795,1,1,1.5,2021-03-24 17:31:14.000
693491512,19960342928,1,1,0.5,2021-03-24 17:39:44.000
693495465,19964012634,1,1,0.25,2021-03-24 17:50:00.000
693495758,19964015221,1,1,0.25,2021-03-24 17:50:47.000
693497838,19964022190,1,1,0.25,2021-03-24 17:55:38.000
693498508,19964028425,,4,,2021-03-24 17:57:22.000
693499144,19961467279,1,,1.25,2021-03-24 17:59:00.000
693499565,19964023925,1,1,0.5,2021-03-24 17:59:57.000
693499848,19964023306,1,1,0.5,2021-03-24 18:00:32.000
693500831,19964039773,1,,5.87,2021-03-24 18:02:55.000
693501898,19954128978,2,3,1,2021-03-24 18:05:16.000
693503794,19959283505,1,,0.25,2021-03-24 18:09:26.000
693504178,19964052946,1,1,0.5,2021-03-24 18:10:29.000
693505537,19964000216,2,2,0.25,2021-03-24 18:13:49.000
693505774,19964062170,1,1,0.25,2021-03-24 18:14:26.000
693505957,19963037093,1,1,0.5,2021-03-24 18:14:50.000
693507138,19963826894,1,1,0.25,2021-03-24 18:17:52.000
693507750,19963970119,1,1,0.25,2021-03-24 18:19:16.000
693507751,19963972425,1,1,0.5,2021-03-24 18:19:16.000
693507893,19963974123,1,1,1.99,2021-03-24 18:19:33.000
693509607,19964079700,1,1,0.5,2021-03-24 18:23:22.000
693363053,19962892867,1,1,0.5,2021-03-24 04:41:54.000
693363689,19961927261,1,,0.25,2021-03-24 04:45:39.000
693364418,19960651389,1,,0.25,2021-03-24 04:49:48.000
693364493,19963040760,1,,0.5,2021-03-24 04:50:17.000
693364494,19963040902,1,,0.25,2021-03-24 04:50:18.000
693364747,19962916013,1,1,0.5,2021-03-24 04:51:34.000
693364751,19963052369,1,1,0.5,2021-03-24 04:51:38.000
693364836,19962038784,2,2,4,2021-03-24 04:51:58.000
693365057,19963052245,2,2,,2021-03-24 04:53:08.000
693365354,19963053862,1,1,0.25,2021-03-24 04:54:41.000
693365539,19962512396,1,1,0.25,2021-03-24 04:56:05.000
693365800,19961307402,1,,0.25,2021-03-24 04:57:44.000
693366425,19963060247,1,,3.49,2021-03-24 05:01:20.000
693366940,19963041997,2,2,2,2021-03-24 05:04:07.000
693367067,19962960686,1,1,0.5,2021-03-24 05:04:58.000
693367088,19963053619,1,1,0.25,2021-03-24 05:05:06.000
693367905,19963064883,2,1,0.25,2021-03-24 05:12:26.000
693368303,19959898919,1,,0.25,2021-03-24 05:15:26.000
693368657,19960745417,1,,0.25,2021-03-24 05:19:17.000
693368888,19953877379,1,1,,2021-03-24 05:21:11.000
693369142,19952349337,1,,0.25,2021-03-24 05:23:14.000
693370439,19963077960,2,2,1,2021-03-24 05:36:00.000
693370448,19963082015,1,1,0.5,2021-03-24 05:36:10.000
693370836,19959811452,1,,3,2021-03-24 05:40:02.000
693370839,19959811137,1,,2.25,2021-03-24 05:40:02.000
693370840,19959813210,1,,1.49,2021-03-24 05:40:02.000
693371290,19963081305,1,,2,2021-03-24 05:45:32.000
693372157,19963080204,1,1,0.5,2021-03-24 05:56:14.000
693372168,19962105018,1,,0.5,2021-03-24 05:56:22.000
693372193,19961247615,5,5,1.5,2021-03-24 05:56:44.000
693372613,19963096037,2,2,3,2021-03-24 06:01:20.000
693372737,19963096658,1,,0.41,2021-03-24 06:02:34.000
693373078,19963096898,1,1,0.25,2021-03-24 06:06:06.000
693374256,19962883988,1,1,0.25,2021-03-24 06:21:12.000
693374641,19959665628,1,,0.5,2021-03-24 06:26:43.000
693375020,19963107909,1,1,0.5,2021-03-24 06:31:26.000
693376318,19950979119,1,,1.49,2021-03-24 06:49:58.000
693376375,19960398424,1,,2.25,2021-03-24 06:50:35.000
693376466,19963113471,1,1,0.5,2021-03-24 06:51:41.000
693376744,19963091424,1,1,0.5,2021-03-24 06:57:01.000
693377147,19960519937,1,1,0.25,2021-03-24 07:01:54.000
693378315,19963126712,1,1,0.25,2021-03-24 07:14:40.000
693379279,19963127985,1,,0.35,2021-03-24 07:28:02.000
693379325,19963130390,2,2,3,2021-03-24 07:28:47.000
693379906,19963132498,1,1,0.5,2021-03-24 07:37:40.000
693380328,19963135438,1,1,0.5,2021-03-24 07:44:02.000
693380411,19963136902,,1,,2021-03-24 07:45:36.000
693380644,19962818200,1,,0.5,2021-03-24 07:48:40.000
693381003,19956671143,1,1,1,2021-03-24 07:54:11.000
693381010,19956670245,2,2,0.5,2021-03-24 07:54:12.000
693381019,19962777591,1,1,1.5,2021-03-24 07:54:12.000
693381021,19956667622,5,5,0.2,2021-03-24 07:54:12.000
693381025,19956668531,1,1,2,2021-03-24 07:54:12.000
693381037,19963127480,1,1,1.25,2021-03-24 07:54:27.000
693381040,19963127207,1,1,2.68,2021-03-24 07:54:27.000
693381303,19958368674,1,,0.25,2021-03-24 07:57:47.000
693381891,19958729792,1,,0.5,2021-03-24 08:06:34.000
693381913,19952406760,1,,2,2021-03-24 08:06:47.000
693382066,19962681824,1,,1,2021-03-24 08:09:03.000
693382995,19963145046,1,1,0.5,2021-03-24 08:24:03.000
693383904,19963155532,1,1,0.5,2021-03-24 08:39:31.000
693384539,19962583014,1,1,0.5,2021-03-24 08:49:56.000
693384807,19963145101,,1,,2021-03-24 08:54:47.000
693385213,19960407789,1,,0.25,2021-03-24 09:02:48.000
693385220,19961196905,1,,0.5,2021-03-24 09:02:49.000
693385221,19961186744,1,,2,2021-03-24 09:02:49.000
693385222,19953840915,1,,0.25,2021-03-24 09:02:49.000
693386026,19963171416,1,1,0.5,2021-03-24 09:16:27.000
693386065,19963157571,1,1,2.5,2021-03-24 09:17:09.000
693387081,19963177023,1,1,0.75,2021-03-24 09:36:09.000
693387840,19963187855,1,1,0.5,2021-03-24 09:48:54.000
693387963,19962223291,1,,0.75,2021-03-24 09:52:40.000
693388072,19963190711,1,1,0.5,2021-03-24 09:55:19.000
693388797,19962070691,1,1,0.5,2021-03-24 10:04:39.000
693389203,19961197466,1,,0.5,2021-03-24 10:12:27.000
693389382,19963197730,5,5,,2021-03-24 10:16:25.000
693390529,19963219237,1,1,0.5,2021-03-24 10:37:42.000
693390927,19960156101,1,,0.5,2021-03-24 10:45:18.000
693394652,19948768182,1,1,1,2021-03-24 11:36:30.000
693395137,19963287549,1,1,8,2021-03-24 11:42:43.000
693395912,19963294445,1,1,0.5,2021-03-24 11:51:50.000
693396442,19963308096,,3,,2021-03-24 11:56:44.000
693396532,19962020548,1,1,0.25,2021-03-24 11:58:03.000
693397777,19963320284,2,2,1,2021-03-24 12:10:21.000
693397778,19963328462,1,1,0.5,2021-03-24 12:10:21.000
693398673,19962708947,1,1,0.25,2021-03-24 12:19:06.000
693399003,19963344745,1,1,0.25,2021-03-24 12:22:21.000
693399039,19963343568,2,2,3,2021-03-24 12:22:41.000
693399344,19963092185,1,1,0.25,2021-03-24 12:24:58.000
693399476,19960590781,1,,0.25,2021-03-24 12:26:12.000
693400251,19962822656,1,1,8,2021-03-24 12:32:30.000
693401318,19963286051,1,1,2,2021-03-24 12:40:23.000
693401350,19961942614,1,,0.25,2021-03-24 12:40:36.000
693401584,19963375301,1,1,0.5,2021-03-24 12:41:56.000
693403205,19963395811,1,1,0.25,2021-03-24 12:53:08.000
693403359,19963401953,1,1,0.5,2021-03-24 12:54:23.000
693403803,19963403642,2,2,1,2021-03-24 12:56:47.000
693403974,19955716336,1,,1,2021-03-24 12:57:37.000
693403978,19957418960,1,,0.25,2021-03-24 12:57:38.000
693405144,19963113775,1,1,7,2021-03-24 13:04:08.000
693406773,19963428405,1,1,0.5,2021-03-24 13:11:02.000
693407616,19963427931,1,1,0.45,2021-03-24 13:15:08.000
693408806,19962281091,1,,0.65,2021-03-24 13:22:02.000
693408809,19953538920,1,,1,2021-03-24 13:22:03.000
693408810,19956682087,1,,1.5,2021-03-24 13:22:03.000
693408920,19963448765,1,1,0.5,2021-03-24 13:22:43.000
693409247,19963453079,1,1,0.5,2021-03-24 13:24:25.000
693409465,19963446375,1,1,1,2021-03-24 13:25:36.000
693409538,19962147350,1,1,0.5,2021-03-24 13:26:07.000
693410851,19953850250,1,,0.5,2021-03-24 13:32:37.000
693411701,19963136267,1,,0.5,2021-03-24 13:37:06.000
693413056,19963492323,1,1,0.5,2021-03-24 13:44:05.000
693414265,19963499574,1,1,0.5,2021-03-24 13:49:39.000
693414425,19958921897,2,,0.65,2021-03-24 13:50:16.000
693415070,19963510583,1,1,2,2021-03-24 13:53:45.000
693416061,19957288983,1,1,3,2021-03-24 13:58:08.000
693417275,19963112253,1,1,0.5,2021-03-24 14:03:03.000
693417781,19962916127,1,1,0.25,2021-03-24 14:05:13.000
693419060,19963541230,1,1,2.75,2021-03-24 14:10:47.000
693421167,19963564189,1,1,0.5,2021-03-24 14:20:00.000
693422187,19960775622,1,,2.25,2021-03-24 14:23:56.000
693423331,19963554803,1,1,2.5,2021-03-24 14:28:12.000
693423333,19959061324,1,1,0.5,2021-03-24 14:28:12.000
693423334,19959065920,1,1,0.25,2021-03-24 14:28:12.000
693423830,19961535209,1,1,0.25,2021-03-24 14:30:03.000
693425060,19962372607,2,2,1.5,2021-03-24 14:34:55.000
693425550,19963598709,1,1,0.5,2021-03-24 14:36:53.000
693425926,19959472575,1,,0.25,2021-03-24 14:38:30.000
693426574,19963597851,1,1,0.25,2021-03-24 14:41:04.000
693426579,19962230270,1,1,0.35,2021-03-24 14:41:04.000
693427443,19962771231,1,,0.25,2021-03-24 14:44:14.000
693427444,19961281322,1,,0.5,2021-03-24 14:44:14.000
693427705,19957753271,1,1,1,2021-03-24 14:45:10.000
693428559,19963520051,1,1,2.5,2021-03-24 14:47:53.000
693428658,19963544519,1,1,0.5,2021-03-24 14:48:18.000
693429514,19963631127,2,2,1,2021-03-24 14:51:20.000
693430892,19961847349,1,1,0.5,2021-03-24 14:55:42.000
693433877,19962220230,1,1,0.5,2021-03-24 15:05:53.000
693433905,19955841188,1,1,3,2021-03-24 15:06:00.000
693434425,19963668263,5,5,2,2021-03-24 15:07:53.000
693434786,19963210414,1,1,1.75,2021-03-24 15:09:22.000
693435110,19963502515,1,1,0.5,2021-03-24 15:10:33.000
693435128,19963246470,2,,4,2021-03-24 15:10:36.000
693435767,19963675557,1,1,0.5,2021-03-24 15:12:36.000
693438813,19963702589,1,1,0.25,2021-03-24 15:22:45.000
693439130,19963146254,1,1,8,2021-03-24 15:23:43.000
693440442,19963714635,1,1,0.5,2021-03-24 15:28:09.000
693441390,19963681804,1,1,0.45,2021-03-24 15:30:42.000
693441405,19963724530,1,1,1.88,2021-03-24 15:30:44.000
693441406,19963568571,1,1,0.5,2021-03-24 15:30:44.000
693441460,19963113716,1,1,0.25,2021-03-24 15:30:51.000
693442784,19963431534,1,1,2.49,2021-03-24 15:34:45.000
693443751,19963647717,,1,,2021-03-24 15:37:08.000
693444067,19961353794,3,3,2.5,2021-03-24 15:37:47.000
693444307,19963725798,1,1,0.5,2021-03-24 15:38:23.000
693444488,19954480386,1,,0.25,2021-03-24 15:38:43.000
693444617,19956861305,1,1,0.5,2021-03-24 15:38:54.000
693445121,19962696989,5,5,0.5,2021-03-24 15:40:00.000
693445128,19962689290,1,1,2,2021-03-24 15:40:00.000
693445130,19962708300,1,1,0.5,2021-03-24 15:40:00.000
693445135,19962641685,3,3,0.75,2021-03-24 15:40:01.000
693445136,19962244501,1,1,0.35,2021-03-24 15:40:01.000
693445504,19963738904,1,1,0.5,2021-03-24 15:40:41.000
693446005,19963590249,1,,0.25,2021-03-24 15:41:35.000
693446587,19961566474,1,,0.25,2021-03-24 15:42:46.000
693447087,19963070845,1,1,0.5,2021-03-24 15:43:41.000
693448242,19963003855,1,1,0.25,2021-03-24 15:45:55.000
693448624,19963685755,1,1,0.25,2021-03-24 15:46:41.000
693448850,19956146981,1,1,1.5,2021-03-24 15:47:04.000
693449170,19952627336,1,1,2.25,2021-03-24 15:47:36.000
693449375,19963758099,1,1,0.5,2021-03-24 15:47:56.000
693449821,19963759507,1,1,0.25,2021-03-24 15:48:32.000
693450173,19961887048,1,,0.25,2021-03-24 15:49:02.000
693450305,19959977260,1,,0.5,2021-03-24 15:49:14.000
693450788,19960572741,1,1,1.22,2021-03-24 15:50:07.000
693451111,19960003009,,1,,2021-03-24 15:50:42.000
693451112,19960003089,,1,,2021-03-24 15:50:42.000
693452180,19963768974,1,1,0.5,2021-03-24 15:52:34.000
693453783,19952746068,1,,0.25,2021-03-24 15:54:44.000
693455077,19963502542,1,1,0.25,2021-03-24 15:58:28.000
693456371,19962528567,1,,0.25,2021-03-24 16:02:07.000
693456749,19963745197,1,1,0.5,2021-03-24 16:03:21.000
693456870,19963712570,1,1,0.25,2021-03-24 16:03:41.000
693456874,19963541529,1,1,0.25,2021-03-24 16:03:41.000
693456905,19963788479,1,1,0.5,2021-03-24 16:03:50.000
693457397,19963802173,2,2,0.5,2021-03-24 16:05:35.000
693457833,19963803133,1,1,0.25,2021-03-24 16:06:43.000
693459792,19963758456,1,1,0.5,2021-03-24 16:12:35.000
693462546,19963832981,2,2,2.5,2021-03-24 16:20:30.000
693463458,19962523683,1,1,0.25,2021-03-24 16:23:09.000
693463717,19962925119,1,1,0.5,2021-03-24 16:23:54.000
693464666,19963752531,1,1,2,2021-03-24 16:27:01.000
693465068,19962782100,1,,0.25,2021-03-24 16:28:15.000
693465262,19963657570,1,1,3,2021-03-24 16:28:50.000
693465264,19963811069,1,2,2,2021-03-24 16:28:50.000
693465615,19963845138,1,1,0.5,2021-03-24 16:30:04.000
693465699,19963845118,1,1,0.5,2021-03-24 16:30:17.000
693465879,19963628569,1,1,0.5,2021-03-24 16:30:51.000
693465880,19962184235,1,1,0.75,2021-03-24 16:30:51.000
693466562,19959195711,1,1,0.25,2021-03-24 16:33:05.000
693467060,19963860053,1,1,0.5,2021-03-24 16:34:36.000
693469649,19959689253,2,1,1,2021-03-24 16:41:36.000
693470317,19963755636,1,1,0.25,2021-03-24 16:43:21.000
693470693,19953063650,5,1,0.2,2021-03-24 16:44:13.000
693471289,19961391891,1,,0.25,2021-03-24 16:45:44.000
693472645,19957006008,1,,3,2021-03-24 16:49:15.000
693472646,19957061163,1,,3,2021-03-24 16:49:15.000
693472660,19963154194,1,1,0.5,2021-03-24 16:49:16.000
693472998,19963890758,1,1,0.5,2021-03-24 16:50:01.000
693474810,19963903892,1,1,0.25,2021-03-24 16:55:10.000
693475205,19956229067,1,1,0.25,2021-03-24 16:56:14.000
693476483,19963877958,0,1,0.25,2021-03-24 16:59:45.000
693478814,19960892108,1,1,2.68,2021-03-24 17:06:20.000
693478816,19960878304,1,1,0.25,2021-03-24 17:06:20.000
693478817,19960877591,1,1,0.25,2021-03-24 17:06:20.000
693478897,19963919172,1,1,0.25,2021-03-24 17:06:32.000
693479550,19963928982,1,1,0.5,2021-03-24 17:08:09.000
693479826,19963356464,1,1,0.25,2021-03-24 17:09:01.000
693481019,19963937083,1,1,8,2021-03-24 17:12:27.000
693481668,19963519483,1,1,0.25,2021-03-24 17:14:14.000
693482495,19963929515,1,1,1,2021-03-24 17:16:21.000
693482497,19963927396,1,1,0.25,2021-03-24 17:16:21.000
693484958,19963908524,1,1,1.25,2021-03-24 17:22:35.000
693485479,19963258915,1,1,0.75,2021-03-24 17:24:00.000
693485482,19963246031,1,1,0.5,2021-03-24 17:24:00.000
693485813,19963959938,1,1,0.5,2021-03-24 17:24:59.000
693489314,19963978746,2,2,,2021-03-24 17:34:02.000
693489685,19963975829,1,1,0.25,2021-03-24 17:34:58.000
693489727,19958740975,1,,0.5,2021-03-24 17:35:02.000
693489729,19959269024,1,,0.25,2021-03-24 17:35:03.000
693489772,19962575534,1,1,0.5,2021-03-24 17:35:07.000
693490661,19963986778,2,2,1,2021-03-24 17:37:31.000
693490835,19963986176,1,1,0.5,2021-03-24 17:38:00.000
693491848,19963931611,1,1,1.99,2021-03-24 17:40:34.000
693491890,19960063172,1,1,1.99,2021-03-24 17:40:40.000
693492219,19963996908,1,1,0.5,2021-03-24 17:41:31.000
693493150,19955828550,1,,0.25,2021-03-24 17:43:55.000
693493310,19963995979,1,1,0.25,2021-03-24 17:44:30.000
693495075,19964004340,1,1,0.5,2021-03-24 17:49:05.000
693495838,19963629847,2,2,2,2021-03-24 17:51:01.000
693499947,19964032318,1,1,0.5,2021-03-24 18:00:46.000
693500266,19964035074,1,1,0.5,2021-03-24 18:01:32.000
693500576,19964023028,1,1,0.25,2021-03-24 18:02:23.000
693502634,19963951810,1,,0.25,2021-03-24 18:06:45.000
693502637,19963950797,1,,1,2021-03-24 18:06:45.000
693504326,19964055037,1,1,0.5,2021-03-24 18:10:55.000
693504499,19964054584,1,1,0.5,2021-03-24 18:11:15.000
693504762,19961948644,1,,0.5,2021-03-24 18:11:57.000
